"AnimalID","AnimalCode","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
"Yellowstone","Yelo",NA,"F","2018-12-04","2018-12-04","2018-12-04",4.35,"adult","KB","2018-12-04","2023-04-05","BirthGroup","Yenissei",NA,NA,NA,NA
"Yenissei","Yeni",NA,"F",NA,"2013-01-28","2013-01-28",NA,"adult","KB","2013-01-28","2019-10-26","BirthGroup",NA,NA,NA,NA,NA
"Yentna","Yent",NA,"F","2022-11-14","2022-11-14","2022-11-14",0.4,"baby","KB","2022-11-14","2023-04-05","BirthGroup","Yelostone",NA,"Yes",NA,NA
"Yodo","Yodo","Yaq","F","2021-10-03","2021-10-03","2021-10-03",1.51,"juvenile","KB","2021-10-03","2023-04-05","BirthGroup","Yara",NA,"Yes",NA,NA
"Yonne","Yon",NA,"M","2020-11-12","2020-11-12","2020-11-12",2.4,"juvenile","KB","2020-11-12","2021-01-15","BirthGroup","Yalu",NA,NA,NA,NA
"Yoogali","Yoog",NA,"F","2012-09-22","2012-09-22","2012-09-22",10.57,"adult","NH","2012-09-22","2016-04-19","BirthGroup","Yaounde",NA,NA,NA,"Split group"
"Yoogali","Yoog",NA,"F","2012-09-22","2012-09-22","2012-09-22",10.57,"adult","Iceland","2016-04-19","2016-06-25","GroupSplit","Yaounde",NA,NA,NA,"Split group"
"Yster","Yst",NA,"M",NA,"2010-11-17","2006-11-17",NA,"adult","AK","2011-08-17","2013-12-18","MigrationGroup2",NA,NA,"No",NA,"Possibly not Yster in AK but BD male. "
"Yster","Yst",NA,"M",NA,"2010-11-17","2006-11-17",NA,"adult","BD","2010-11-17","2011-02-12","MigrationGroup1",NA,NA,"No",NA,"Possibly not Yster in AK but BD male. "
"Yub","Yub","Yuk","M","2021-12-21","2021-12-21","2021-12-21",1.3,"juvenile","KB","2021-12-21","Stillpresent","BirthGroup","Yukon",NA,"Yes",NA,NA
"Yub","Yub","Yuki","M","2021-12-21","2021-12-21","2021-12-21",1.3,"juvenile","KB","2021-12-21","Stillpresent","BirthGroup","Yukon",NA,"Yes",NA,NA
"Yuba","Yuba",NA,"F","2022-11-19","2022-11-19","2022-11-19",0.38,"baby","KB","2022-11-19","2023-04-05","BirthGroup","Yukon",NA,"Yes",NA,NA
"Yukon","Yuko",NA,"F","2016-11-09","2016-11-09","2016-11-09",6.42,"adult","KB","2016-11-09","2023-04-05","BirthGroup","Yenissei",NA,NA,NA,NA
"Yzeron","Yze",NA,"M","2017-11-20","2017-11-20","2017-11-20",5.39,"adult","KB","2017-11-20","2018-09-18","BirthGroup","Yenissei",NA,NA,"dead","Probably dead"
"Zaire","Zair",NA,"F",NA,"2013-02-08","2013-02-08",NA,"adult","KB","2013-02-08","2015-12-15","BirthGroup","Zeia",NA,NA,NA,"KB split, not seen again"
"Zaire","Zair",NA,"F",NA,"2013-02-08","2013-02-08",NA,"adult","KBSplit","2015-12-15","2015-12-15","GroupSplit","Zeia",NA,NA,NA,"KB split, not seen again"
"Zambezi","Zam",NA,"M",NA,"2012-05-09","2011-11-01",NA,"adult","KB","2012-05-09","2015-06-22","BirthGroup","Zeia","Nile",NA,"migrated","Born Dec 2011; likely migrated to unk group"
"Zanzibar","Zan",NA,"M","2013-11-25","2013-11-25","2013-11-25",9.39,"adult","NH","2013-11-25","2018-05-28","BirthGroup","Zara",NA,NA,NA,"Maybe seen one more time 08.06.2018 but maybe error?"
"Zankara","Zank",NA,"F","2013-11-11","2013-11-11","2013-11-11",9.43,"adult","KB","2013-11-11","2015-12-15","BirthGroup","Zeia",NA,NA,NA,"KB split"
"Zankara","Zank",NA,"F","2013-11-11","2013-11-11","2013-11-11",9.43,"adult","KBSplit","2015-12-15","2015-12-15","GroupSplit","Zeia",NA,NA,NA,"KB split"
"Zara","Zara",NA,"F",NA,"2010-11-08","2010-11-08",NA,"adult","NH","2010-11-08","2016-05-25","BirthGroup",NA,NA,NA,NA,"Went in Split group Zfamily not followed"
"Zara","Zara",NA,"F",NA,"2010-11-08","2010-11-08",NA,"adult","Zfamily","2016-05-25","2016-05-25","GroupSplit",NA,NA,NA,NA,"Went in Split group Zfamily not followed"
"Zave","Zav",NA,"M",NA,"2015-10-28","2011-10-28",NA,"adult","CR","2015-10-28","2017-02-17","MigrationGroup1",NA,NA,NA,"migrated","Disappeared, migrated from CR to unk group?"
"Zeerust","Zee",NA,"M",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2015-02-24","BirthGroup","Zara",NA,NA,NA,NA
"Zeia","Zeia","Jucar","F",NA,"2012-08-31","2012-08-31",NA,"adult","KB","2012-08-31","2015-12-15","BirthGroup",NA,NA,NA,"dead","Had baby in 2015 but it died- carried for >/= 1day"
"Zeia","Zeia","Jucar","F",NA,"2012-08-31","2012-08-31",NA,"adult","KBSplit","2015-12-15","2015-12-15","GroupSplit",NA,NA,NA,"dead","Had baby in 2015 but it died- carried for >/= 1day"
"Zeus","Zeu","Collaredmale","M",NA,"2022-06-28","2018-06-28",NA,"sub-adult","IF","2022-06-28","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,"Very habituated may be one of the known male, still to confirm"
"Zeus","Zeu","MaleCollar","M",NA,"2022-06-28","2018-06-28",NA,"sub-adult","IF","2022-06-28","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,"Very habituated may be one of the known male, still to confirm"
"Zhengzhou","Zhe",NA,"M","2012-11-02","2012-11-02","2012-11-02",10.45,"adult","NH","2012-11-02","2013-08-02","BirthGroup","Zara",NA,NA,"dead","Presumed dead"
"Zhukovsky","Zhu",NA,"M","2015-11-16","2015-11-16","2015-11-16",7.41,"adult","NH","2015-11-16","2016-03-08","BirthGroup","Zara",NA,NA,"dead","dead, unclear if body found"
"Zinkwazi","Zink",NA,"F","2014-10-01","2014-10-01","2014-10-01",8.54,"adult","KB","2014-10-01","2015-12-15","BirthGroup","Zeia","Yster",NA,NA,"KB split, not seen again"
"Zion","Zio",NA,"M","2011-12-02","2011-12-02","2011-12-02",11.38,"adult","NH","2011-12-02","2016-02-24","BirthGroup","Zara",NA,NA,NA,NA
"Zuni","Zuni","Fleshy","F",NA,"2021-06-01","2021-06-01",NA,"juvenile","CR","2021-06-01","2021-04-16","BirthGroup",NA,NA,NA,NA,"Prior to Fleshy was called ""Injured leg female"""
"Zurich","Zur",NA,"M",NA,"2011-12-16","2010-05-26",NA,"adult","BD","2014-06-03","2016-02-15","MigrationGroup1","Zara","Milano",NA,NA,NA
"Zurich","Zur",NA,"M",NA,"2011-12-16","2010-05-26",NA,"adult","NH","2011-12-16","2014-05-26","BirthGroup","Zara","Milano",NA,NA,NA
"Pompon",NA,NA,"M",NA,"2010-10-26","2009-11-01",NA,"adult","RC","2010-10-26","2011-11-01","BirthGroup",NA,NA,"No",NA,"Probably born in 2009"
"2ndmj",NA,NA,"M",NA,NA,NA,NA,NA,"RC","2010-11-08","2010-11-08","MigrationGroup1",NA,NA,NA,NA,NA
"Littleskollie",NA,NA,"M",NA,NA,NA,NA,NA,"NH","2014-05-19","2015-06-16","MigrationGroup1",NA,NA,NA,NA,NA
"Littleskollie",NA,NA,"M",NA,NA,NA,NA,NA,"BD","2010-11-09","2014-05-15","BirthGroup",NA,NA,NA,NA,NA
"Littlenapoli",NA,NA,"M",NA,NA,NA,NA,NA,"RC","2010-12-04","2010-12-13","MigrationGroup1",NA,NA,NA,NA,NA
"Blacktits",NA,NA,"F",NA,NA,NA,NA,NA,"RC","2010-12-13","2010-12-13","BirthGroup",NA,NA,NA,NA,NA
"Littleballs",NA,NA,"M",NA,NA,NA,NA,NA,"RC","2010-12-13","2010-12-13","MigrationGroup1",NA,NA,NA,NA,NA
"Minimj",NA,NA,"F",NA,NA,NA,NA,NA,"RC","2010-12-13","2011-11-01","BirthGroup",NA,NA,NA,NA,NA
"Littleblind",NA,"Jl","F",NA,NA,NA,NA,NA,"BD","2011-03-24","2021-03-12","BirthGroup",NA,NA,NA,NA,NA
"Sf1",NA,NA,"F",NA,NA,NA,NA,NA,"RC","2011-09-29","2011-10-26","BirthGroup",NA,NA,NA,NA,NA
"Upsidedown",NA,NA,"M",NA,NA,NA,NA,NA,"RC","2011-10-28","2011-10-31","BirthGroup",NA,NA,NA,NA,NA
"Littlez",NA,NA,"M",NA,NA,NA,NA,NA,"KB","2013-02-08","2013-09-20","BirthGroup",NA,NA,NA,NA,NA
"Kangaroo",NA,NA,NA,"2014-10-28","2014-10-28","2014-10-28",8.46,"adult",NA,NA,NA,NA,"Krakatoa",NA,NA,"dead","Born 2014, Dead, unclear if body found"
"Greenland",NA,NA,NA,"2014-11-12","2014-11-12","2014-11-12",8.42,"adult",NA,NA,NA,NA,"Galapagos",NA,NA,"dead","Born 2014, presumed dead "
"Curious",NA,NA,"M",NA,"2014-12-30","2011-11-01",NA,"adult","CR","2014-12-30","2015-11-06","BirthGroup",NA,NA,NA,"migrated","Born 2011, may have migrated"
"Themask",NA,NA,"F",NA,NA,NA,NA,NA,"SplitCR","2017-02-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,NA
"Jalitah",NA,NA,NA,NA,"2015-11-27","2015-11-27",NA,"adult",NA,NA,NA,NA,"Brownie",NA,NA,"dead","Born 2015, presumed dead"
"Newmale",NA,NA,"M",NA,NA,NA,NA,NA,"LT","2017-06-22","2017-07-07","MigrationGroup1",NA,NA,NA,NA,NA
"Corfu",NA,NA,NA,NA,"2017-12-23","2017-12-23",NA,"adult",NA,NA,NA,NA,"Chiloe",NA,"No",NA,"Confusion between observers as to whether Corfu exists or not, never reconciled"
"Dunston",NA,NA,NA,"2018-11-24","2018-11-24","2018-11-24",4.38,NA,NA,NA,NA,NA,"Diana",NA,"No","dead","Died of head injury sustained days earlier"
"Bugeyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gollum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2011"
"Gosh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2014"
"Heart",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2014"
"Littlenotch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nostrils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Born 2012"
"Sf2",NA,NA,"F",NA,NA,NA,NA,NA,"RC",NA,"2023-04-05","BirthGroup",NA,NA,NA,NA,NA
"Smalleyes",NA,NA,"M",NA,NA,NA,NA,NA,"CR",NA,"2023-04-05","MigrationGroup1",NA,NA,NA,NA,NA
