"LH_RowNumber","LH_AnimalID","LH_AnimalCode","OtherID","Sex","EarMark","DOB","FirstDate","DateAdult","CurrentGroup","BirthGroup","LH_MotherID","LH_FatherID","EmigrationNatalDate","ImmigrationGroup1","ImmigrationDate1","LastDate1","ImmigrationGroup2","ImmigrationDate2","LastDate2","ImmigrationGroup3","ImmigrationDate3","LastDate3","ImmigrationGroup4","ImmigrationDate4","LastDate4","ReliableData","Comments","AnimalID_Std","Fate_probable"
"771","Baby Dewe 2021","BBDew21",NA,NA,NA,2021-11-16,2021-11-16,NA,NA,"LT","Dewe",NA,NA,NA,NA,2021-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Babydewe2021",NA
"772","Derrick","Der",NA,"M",NA,NA,2021-12-11,NA,"LT","LT","Dexter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Derrick",NA
"773","Daila","Dail",NA,"F",NA,2021-11-20,2021-11-20,NA,"LT","LT","Daisy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Daila",NA
"774","Lola","Lola",NA,"F",NA,NA,2021-12-03,NA,"LT","LT","Louise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Lola",NA
"775","Lucifer","Luc",NA,"M",NA,NA,2021-12-11,NA,"LT","LT","Lilly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Lucifer",NA
"776","Yub","Yub","Yuk/ Yuki","M",NA,2021-12-21,2021-12-21,NA,"KB","KB","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yub",NA
"777","Elbar","Elba",NA,"F",NA,NA,2021-07-28,NA,NA,"CR","Easter",NA,NA,NA,NA,2021-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Was classified as a one year old.","Elbar",NA
"778","Skhumbuzo","Skh",NA,"M",NA,NA,2021-06-15,NA,"SO",NA,NA,NA,NA,NA,NA,2021-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the male is still preent in Sonic, it followed Ak for a while then Baie Dankie and he got his name while he was following Ak and he went back to Sonic","Skhumbuzo",NA
"779","Nugget","Nug",NA,"M",NA,NA,2021-10-26,NA,NA,"KB","Nessie",NA,NA,NA,NA,2021-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Nugget",NA
"780","Xenia","Xeni",NA,"F",NA,2020-11-03,2020-11-03,NA,"NH","NH","Xian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Xenia",NA
"781","Pofferthie","Poff",NA,"F",NA,2018-10-26,2018-10-26,NA,NA,"BD","Potjie",NA,NA,NA,NA,2019-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,"Pofferthie",NA
"782","Capri","Cap",NA,"M",NA,NA,2022-03-28,NA,"CR","CR","Chiloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Was seen last year late 2021 but never been recorded on the logbook until the 01/02/22.","Capri",NA
"783","Baby Nyanga 2020","BNya20",NA,NA,NA,2020-11-21,2020-11-21,NA,NA,"AK","Nyanga",NA,NA,NA,NA,2021-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Babynyanga2020",NA
"784","Baby Yalu 2020","Byalu",NA,NA,NA,NA,2020-12-01,NA,NA,"KB","Yalu",NA,NA,NA,NA,2021-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Babyyalu2020",NA
"785","Baby Kodiak 2020","Bkod20",NA,NA,NA,NA,2021-04-16,NA,NA,"CR","Kodiak",NA,NA,NA,NA,2021-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Babykodiak2020",NA
"786","Primavera","Prim",NA,"F",NA,NA,2021-10-28,NA,"NH","NH","Praia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primavera",NA
"787","Furry Glen","Fur","Blackbelly","M","10",NA,2022-03-19,NA,"KB",NA,NA,NA,NA,"KB",2022-03-19,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","he is called by the nickname until they figure out who is he. He is very much habituated","Furryglen",NA
"788","Nelson","Nel",NA,"M",NA,NA,2022-03-17,NA,"LT",NA,NA,NA,NA,"LT",2022-03-17,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Nelson",NA
"790","Vryheid","Vry","NewMale06.22","M",NA,NA,2022-06-10,NA,"NH",NA,NA,NA,NA,"NH",2022-06-10,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Very habituated may be one of the known male, still to confirm","Vryheid",NA
"791","Ermelo","Erm","NewMale02","M",NA,NA,2022-06-16,NA,"NH",NA,NA,NA,NA,"NH",2022-06-16,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Ermelo",NA
"792","New Male 3",NA,NA,"M",NA,NA,2022-06-16,NA,"NH",NA,NA,NA,NA,"NH",2022-06-16,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Newmale3",NA
"793","New Male 1",NA,NA,"M",NA,NA,2022-06-09,NA,"CR",NA,NA,NA,NA,"CR",2022-06-09,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Newmale1",NA
"794","New Male 2",NA,NA,"M",NA,NA,2022-06-11,NA,"CR",NA,NA,NA,NA,"CR",2022-06-11,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Newmale2",NA
"795","Ryan",NA,NA,"M",NA,NA,2022-07-06,NA,"LT",NA,NA,NA,NA,"LT",2022-06-06,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Ryan",NA
"796","Zeus","Zeu","Collared Male","M",NA,NA,2022-06-28,NA,"IF",NA,NA,NA,NA,NA,NA,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Zeus",NA
"797","Hera","Hera",NA,"F",NA,NA,2022-06-28,NA,"IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Hera",NA
"798","Medusa","Medu",NA,"F",NA,NA,2022-06-28,NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Medusa",NA
"799","Freyja","Frey",NA,"F",NA,NA,2022-06-28,NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Freyja",NA
"800","Athena","Athe",NA,"F",NA,NA,2022-06-28,NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Athena",NA
"801","Circe","Circ",NA,"F",NA,NA,2022-06-28,NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Circe",NA
