"LH_RowNumber","AnimalCode","AnimalName","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
741,"Misk","Miskien",NA,"F","2021-11-19","2021-11-19","2021-11-19",1.99,"juvenile","BD","2021-11-19","2023-11-16","BirthGroup","Mielies",NA,"Yes",NA,NA
742,"Spe","Spek",NA,"M","2021-11-13","2021-11-13","2021-11-13",2.01,"juvenile","BD","2021-11-13","2022-11-31","BirthGroup","Pannekoekie",NA,"No",NA,NA
743,"BOer21","Baby Oerw 2021",NA,"M",NA,"2021-12-06",NA,NA,NA,"BD","2021-12-06","2021-12-12","BirthGroup","Oerwoud",NA,"No",NA,"Born very smal, was not clinging on the mother and not suckling"
744,"Griv","Grive",NA,"F","2021-11-03","2021-11-03","2021-11-03",2.03,"juvenile","NH","2021-11-03","2023-11-16","BirthGroup","Granada",NA,"Yes",NA,NA
745,"Gale","Galeria",NA,"F","2021-11-05","2021-11-05","2021-11-05",2.03,"juvenile","NH","2021-11-05","2023-11-16","BirthGroup","Gaya",NA,"Yes",NA,NA
746,"BGua21","Baby Guat 2021",NA,"M","2021-11-02","2021-11-02","2021-11-02",2.04,"juvenile","NH","2021-11-02","2021-11-03","BirthGroup","Guatemala",NA,"No",NA,"Name conflict with SMA & Smachy.two observers found the baby after she let go and observed the sex"
747,"Xih","Xihau",NA,"M","2021-10-21","2021-10-21","2021-10-21",2.07,"juvenile","NH","2021-10-21","2023-02-08","BirthGroup","Xian",NA,"No","dead","Probably dead"
748,"Xar","Xarès",NA,"M",NA,"2021-11-08","2019-11-16",NA,"sub-adult","NH","2021-11-08","2023-11-16","BirthGroup","Xalapa",NA,"Yes",NA,NA
749,"Bet","Bethlehem",NA,"M",NA,"2021-11-08","2019-11-16",NA,"sub-adult","NH","2021-11-08","2023-11-16","BirthGroup","Bela-Bela",NA,"Yes",NA,NA
750,"Utic","Utica",NA,"M","2021-11-06","2021-11-06","2021-11-06",2.03,"juvenile","NH","2021-11-06","2023-05-11","BirthGroup","Uppsala",NA,"Yes",NA,NA
751,"Riva","Rivas",NA,"F",NA,"2021-11-08","2021-11-08",NA,"juvenile","NH","2021-11-08","2023-11-16","BirthGroup","Rioja",NA,"Yes",NA,NA
752,"Rafa","Rafaela",NA,"F","2021-11-02","2021-11-02","2021-11-02",2.04,"juvenile","NH","2021-11-02","2023-11-16","BirthGroup","Rabat",NA,"Yes",NA,NA
754,"Bou","Bougainville","Goldie","M",NA,"2021-03-24","2019-11-16",NA,"sub-adult","CR","2021-03-24","2023-11-16","BirthGroup",NA,NA,NA,NA,"he was born in 2018. it not certain it observation done in the field."
754,"Yam","Yamp","Baby Yuko 2021;Yamp","M",NA,"2021-11-16","2019-11-16",NA,"sub-adult","KB","2021-11-16","2023-11-16","BirthGroup","Yamuna",NA,"Yes",NA,"for a while it was thought that yamu had a miscarrage and she was having Yuko baby until Yuko baby was born Yamu baby was called baby Yukon"
755,"Yodo","Yodo","Yaq","F",NA,"2021-10-03","2021-10-03",NA,"juvenile","KB","2021-10-03","2023-11-16","BirthGroup","Yara",NA,"Yes",NA,NA
756,"Mon","Montreal",NA,"M",NA,"2021-10-25","2019-11-16",NA,"sub-adult","CR","2021-10-25","2023-11-16","BirthGroup","mackenzie",NA,"Yes",NA,NA
757,"Gas","Gasket",NA,"M",NA,"2021-10-25","2019-11-16",NA,"sub-adult","CR","2021-10-25","2023-11-16","BirthGroup","Galapagos",NA,"Yes",NA,NA
758,"BBDod21","Baby DodgyKnee 2021",NA,NA,NA,"2021-12-03",NA,NA,NA,NA,NA,NA,NA,"DodgyKnee",NA,"No",NA,NA
759,"BBKodi21","Baby Kodi 2021",NA,NA,NA,"2021-12-03",NA,NA,NA,NA,NA,NA,NA,"Kodiak",NA,"Yes",NA,NA
760,"Tik","Tiki",NA,"M",NA,"2021-11-30","2021-11-30",NA,"juvenile","CR","2021-11-30","2022-07-26","BirthGroup","Timber",NA,"No",NA,NA
761,"BBFZuni21","Baby Zuni  2021","Baby Fleshy 2021","M",NA,"2021-11-11",NA,NA,NA,"CR","2021-11-11","2022-04-16","BirthGroup","Zuni",NA,"No",NA,NA
762,"BBGoo21","Baby Goose 2021","Baby CrazeyEyes 2021",NA,NA,"2021-11-11",NA,NA,NA,NA,NA,NA,NA,"Goose",NA,"No",NA,NA
763,"Baha","Bahamas",NA,"F",NA,"2021-11-27","2021-11-27",NA,"juvenile","CR","2021-11-27","2023-11-16","BirthGroup","Bali",NA,"Yes",NA,NA
764,"Nihi","Nihiru",NA,"F",NA,"2021-11-09","2021-11-09",NA,"juvenile","CR","2021-11-09","2023-11-16","BirthGroup","Nihau",NA,"Yes",NA,NA
765,"Clar","Clarence",NA,"F",NA,"2021-07-28","2021-07-28",NA,"juvenile","CR","2021-07-28","2023-11-16","BirthGroup","Chiloe",NA,"Yes",NA,NA
766,"Barr","Barry",NA,"F",NA,"2021-07-28","2021-07-28",NA,"juvenile","CR","2021-07-28","2023-11-16","BirthGroup","Bali",NA,"Yes",NA,NA
767,"Nora","Nora",NA,"F",NA,"2021-07-28","2021-07-28",NA,"juvenile","CR","2021-07-28","2023-11-16","BirthGroup","Nihau",NA,"Yes",NA,NA
768,"Dis","Disco",NA,"M","2021-11-21","2021-11-21","2021-11-21",1.98,"juvenile","LT","2021-11-21","2022-03-09","BirthGroup","Digby",NA,"No",NA,NA
769,"Dani","Danielle",NA,"F","2021-11-22","2021-11-22","2021-11-22",1.98,"juvenile","LT","2021-11-22","2023-11-16","BirthGroup","Daenerys",NA,"Yes",NA,NA
770,"Del","Delux",NA,"M",NA,"2021-12-11","2019-11-16",NA,"sub-adult","LT","2021-12-11","2023-11-16","BirthGroup","Delilah",NA,"Yes",NA,NA
771,"BBDew21","Baby Dewe 2021",NA,NA,"2021-11-16","2021-11-16","2021-11-16",2,"juvenile",NA,NA,NA,NA,"Dewe",NA,"No",NA,NA
772,"Der","Derrick",NA,"M",NA,"2021-12-11",NA,NA,NA,"LT","2021-12-11","2022-06-04","BirthGroup","Dexter",NA,"No",NA,NA
773,"Dail","Daila",NA,"F","2021-11-20","2021-11-20","2021-11-20",1.99,"juvenile","LT","2021-11-20","2023-11-16","BirthGroup","Daisy",NA,"Yes",NA,NA
774,"Lola","Lola",NA,"F",NA,"2021-12-03","2021-12-03",NA,"juvenile","LT","2021-12-03","2023-11-16","BirthGroup","Louise",NA,"Yes",NA,NA
775,"Luc","Lucifer",NA,"M",NA,"2021-12-11","2019-11-16",NA,"sub-adult","LT","2021-12-11","2023-11-16","BirthGroup","Lilly",NA,"Yes",NA,NA
776,"Yub","Yub","Yuk;Yuki","M","2021-12-21","2021-12-21","2021-12-21",1.9,"juvenile","KB","2021-12-21","2023-11-16","BirthGroup","Yukon",NA,"Yes",NA,NA
777,"Elba","Elbar",NA,"F",NA,"2021-07-28","2021-07-28",NA,"juvenile","CR","2021-07-28","2021-09-03","BirthGroup","Easter",NA,"No",NA,"Was classified as a one year old."
778,"Skh","Skhumbuzo",NA,"M",NA,"2021-06-15","2017-06-15",NA,"adult",NA,"2021-06-15","2021-06-19",NA,NA,NA,NA,NA,"the male is still preent in Sonic, it followed Ak for a while then Baie Dankie and he got his name while he was following Ak and he went back to Sonic"
779,"Nug","Nugget",NA,"M",NA,"2021-10-26",NA,NA,NA,"KB","2021-10-26","2021-05-27","BirthGroup","Nessie",NA,"No",NA,NA
780,"Xeni","Xenia",NA,"F","2020-11-03","2020-11-03","2020-11-03",3.03,"juvenile","NH","2020-11-03","2023-11-16","BirthGroup","Xian",NA,"Yes",NA,NA
781,"Poff","Pofferthie",NA,"F","2018-10-26","2018-10-26","2018-10-26",5.06,"adult","BD","2018-10-26","2019-12-04","BirthGroup","Potjie",NA,"No",NA,NA
782,"Cap","Capri",NA,"M",NA,"2022-03-28","2019-11-16",NA,"sub-adult","CR","2022-03-28","2023-11-16","BirthGroup","Chiloe",NA,NA,NA,"Was seen last year late 2021 but never been recorded on the logbook until the 01/02/22."
783,"BNya20","Baby Nyanga 2020",NA,NA,"2020-11-21","2020-11-21","2020-11-21",2.98,"juvenile",NA,NA,NA,NA,"Nyanga",NA,NA,NA,NA
784,"Byalu","Baby Yalu 2020",NA,NA,NA,"2020-12-01",NA,NA,NA,NA,NA,NA,NA,"Yalu",NA,NA,NA,NA
785,"Bkod20","Baby Kodiak 2020",NA,NA,NA,"2021-04-16",NA,NA,NA,NA,NA,NA,NA,"Kodiak",NA,NA,NA,NA
786,"Prim","Primavera",NA,"F",NA,"2021-10-28","2021-10-28",NA,"juvenile","NH","2021-10-28","2023-11-16","BirthGroup","Praia",NA,"Yes",NA,NA
787,"Fur","Furry Glen","Blackbelly","M",NA,"2022-03-19","2018-03-19",NA,"adult","KB","2022-03-19","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,"he is called by the nickname until they figure out who is he. He is very much habituated"
788,"Nel","Nelson",NA,"M",NA,"2022-03-17","2018-03-17",NA,"adult","LT","2022-03-17","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
790,"Vry","Vryheid","NewMale06.22","M",NA,"2022-06-10","2018-06-10",NA,"adult","NH","2022-06-10","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,"Very habituated may be one of the known male, still to confirm"
791,"Erm","Ermelo","NewMale02","M",NA,"2022-06-16","2018-06-16",NA,"adult"," NH","2022-06-16","2022-09-09","MigrationGroup1",NA,NA,"No",NA,NA
792,"NewMale3","NewMale3","NewMale3","M",NA,"2022-06-16","2018-06-16",NA,"adult","NH","2022-06-16","2022-08-06","MigrationGroup1",NA,NA,"No",NA,NA
793,"Eiv","Eivissa","NewMale090622","M",NA,"2022-06-09","2018-06-09",NA,"adult","CR","2022-06-09","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
794,"Haw","Hawai","NewMale110622;Formentera","M",NA,"2022-06-11","2018-06-11",NA,"adult","CR","2022-06-11","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
795,"Rya","Ryan",NA,"M",NA,"2022-07-06","2018-07-06",NA,"adult","LT","2022-06-06","2023-11-16","MigrationGroup1",NA,NA,"No",NA,NA
796,"Zeu","Zeus","Collared Male;MaleCollar","M",NA,"2022-06-28","2018-06-28",NA,"adult","IF","2022-06-28","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,"Very habituated may be one of the known male, still to confirm"
797,"Hera","Hera",NA,"F",NA,"2022-06-28",NA,NA,NA,NA,"2022-06-28","2023-11-16",NA,NA,NA,"Yes",NA,NA
798,"Medu","Medusa",NA,"F",NA,"2022-06-28",NA,NA,NA,"IF","2022-06-28","2023-11-16","BirthGroup",NA,NA,"Yes",NA,NA
799,"Frey","Freyja",NA,"F",NA,"2022-06-28",NA,NA,NA,"IF","2022-06-28","2023-11-16","BirthGroup",NA,NA,"Yes",NA,NA
800,"Athe","Athena",NA,"F",NA,"2022-06-28",NA,NA,NA,"IF","2022-06-28","2023-11-16","BirthGroup",NA,NA,"Yes",NA,NA
801,"Circ","Circe",NA,"F",NA,"2022-06-28",NA,NA,NA,"IF","2022-06-28","2023-11-16","BirthGroup",NA,NA,"Yes",NA,NA
802,"Pand","Pandora",NA,"F",NA,"2022-06-28",NA,NA,NA,"IF","2022-06-28","2023-11-16","BirthGroup",NA,NA,"Yes",NA,NA
803,"Dak","Dakar",NA,"M",NA,"2022-09-10","2018-09-10",NA,"adult","NH","2022-09-10","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
804,"Sta","Stanley",NA,"M",NA,"2022-07-29","2018-07-29",NA,"adult","LT","2022-07-29","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
805,"BBCirc21","BBCirc21",NA,NA,NA,"2022-06-28",NA,NA,NA,NA,NA,NA,NA,"Circe",NA,"Yes",NA,NA
806,"BBInhl21","BBInhl21",NA,NA,NA,"2022-06-28",NA,NA,NA,NA,NA,NA,NA,"Inhlanhla",NA,"Yes",NA,NA
807,"JUV1","JUV1","JUV1",NA,NA,"2022-06-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
808,"JUV2","JUV2","JUV2",NA,NA,"2022-06-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
809,"Man","Mandy","NewMale0922","M",NA,"2022-09-22","2018-09-22",NA,"adult","LT","2022-09-22","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
810,"Kny","Knysna",NA,"M",NA,"2022-10-17","2018-10-17",NA,"adult","NH","2022-10-17","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
811,"BBXian22","BBXian22",NA,"M","2022-10-21","2022-10-21","2022-10-21",1.07,"juvenile","NH","2022-10-21","2022-10-21","BirthGroup","Xian",NA,"No","dead","Genetic ear sample were taken. Baby sexed by Nokubonga and Josefien, both agree it looks like a male. Skull seemed to be not fully formed, very soft on the back of the head. Born dead, carried around by Xian for less than a day."
812,"Ang","Angara",NA,"M","2022-10-26","2022-10-26","2022-10-26",1.06,"juvenile","KB","2022-10-26","2023-11-16","BirthGroup","Aaragon",NA,"Yes",NA,NA
813,"Alab","Alabama",NA,"F",NA,"2022-10-31","2022-10-31",NA,"juvenile","KB","2022-10-31","2023-11-16","BirthGroup","Aare",NA,"Yes",NA,NA
814,"Grim","Grimsby",NA,"F","2022-11-04","2022-11-04","2022-11-04",1.03,"juvenile","NH","2022-11-04","2023-11-16","BirthGroup","Grisselles",NA,"Yes",NA,NA
815,"Glo","Gloed",NA,"M","2022-11-04","2022-11-04","2022-11-04",1.03,"juvenile","BD","2022-11-04","2023-03-29","BirthGroup","Gesels",NA,"No",NA,NA
816,"BBInhl22","BBInhl22",NA,NA,NA,"2022-11-04",NA,NA,NA,NA,NA,NA,NA,"Inhlanhla",NA,"Yes",NA,NA
817,"BBDigb22","BBDigb22",NA,NA,NA,"2022-11-04",NA,NA,NA,NA,NA,NA,NA,"Digby",NA,"No",NA,NA
817,"BBMara22","BBMara22",NA,NA,NA,"2022-11-05",NA,NA,NA,NA,NA,NA,NA,"Mara",NA,"No","dead","Presume dead, last seen the day mara went missing"
819,"Yent","Yentna",NA,"F",NA,"2022-11-14","2022-11-14",NA,"juvenile","KB","2022-11-14","2023-11-16","BirthGroup","Yelostone",NA,"Yes",NA,NA
820,"Gua","Guadalajara",NA,"M","2022-11-08","2022-11-08","2022-11-08",1.02,"juvenile","NH","2022-11-08","2023-11-16","BirthGroup","Guatemala",NA,"Yes",NA,NA
821,"BBOort22","BBOort22",NA,"M",NA,"2022-11-15",NA,NA,NA,"NH","2022-11-15","2022-11-17","BirthGroup","Oortjies",NA,"No","dead","we found BBOort22 dead (MALE) in the beginning of the shift. oort was carrying for 4 hours aprox. the baby was falling from her but she kept taking it. sometimes she was grooming or eating and the baby was on the ground, but when the group was moving she was taking the baby with her. she was also grooming and smelling the baby.other monkeys like reen or oerw was were also smekling and even handling the baby. oerw was specially focused in thr baby and also  in Oort, following her and grooming her. after this time she left the baby on the ground and every 5 or 10 minutes was coming back, touching the baby and smelling it while self scratching a lot. The last times she was visiting the baby it was every 20 or 30 minutes until she didint come back again,"
822,"BBDian22","BBDian22",NA,NA,NA,"2022-11-10",NA,NA,NA,NA,NA,NA,NA,"Diana",NA,"No",NA,NA
823,"BBDewe22","BBDewe22",NA,NA,NA,"2022-11-18",NA,NA,NA,NA,NA,NA,NA,"Dewe",NA,"Yes",NA,NA
824,"Yaki","Yakima",NA,"F",NA,"2022-11-17","2022-11-17",NA,"juvenile","KB","2022-11-17","2023-11-16","BirthGroup","Yamuna",NA,"Yes",NA,NA
825,"Yuba","Yuba",NA,"F",NA,"2022-11-19","2022-11-19",NA,"baby","KB","2022-11-19","2023-11-16","BirthGroup","Yukon",NA,"Yes",NA,NA
826,"Olyf","Olyf",NA,"F",NA,"2022-11-15","2022-11-15",NA,"juvenile","BD","2022-11-15","2023-11-16","BirthGroup","Oulik",NA,"Yes",NA,NA
827,"Atj","Atjar",NA,"M","2022-11-18","2022-11-18","2022-11-18",0.99,"baby","BD","2022-11-18","2023-11-16","BirthGroup","Aapie",NA,"Yes",NA,NA
828,"BBBali22","BBBali22",NA,"M",NA,"2022-12-06",NA,NA,NA,"CR","2022-12-06","2023-03-23","BirthGroup","Bali",NA,"No",NA,NA
829,"BBMedu22","BBMedu22",NA,NA,NA,"2022-11-11",NA,NA,NA,NA,NA,NA,NA,"Medusa",NA,"Yes",NA,NA
830,"Apo","Apollo",NA,"M",NA,"2022-11-17",NA,NA,NA,"IF","2022-11-17","2023-11-16","BirthGroup","Athena",NA,"Yes",NA,NA
831,"BBGran22","BBGran22",NA,NA,NA,"2022-11-21",NA,NA,NA,NA,NA,NA,NA,"Granada",NA,"No",NA,"Gran left the baby near the 4Gs alive but not moving only twitching"
832,"Oase","Oase",NA,"F","2022-11-19","2022-11-19","2022-11-19",0.99,"baby","BD","2022-11-19","2023-11-16","BirthGroup","Obsessie",NA,"Yes",NA,NA
833,"Prui","Pruin",NA,"F",NA,"2022-11-22","2022-11-22",NA,"baby","BD","2022-11-22","2023-11-16","BirthGroup","Puolka",NA,"Yes",NA,NA
834,"Prag","Prague",NA,"F","2022-11-26","2022-11-26","2022-11-26",0.97,"baby","NH","2022-11-26","2023-11-16","BirthGroup","Pretoria",NA,"Yes",NA,NA
835,"Pers","Persephone",NA,"F",NA,"2022-11-25",NA,NA,NA,"IF","2022-11-25","2023-11-16","BirthGroup","Pandora",NA,"Yes",NA,NA
836,"Naga","Nagapie",NA,"F","2022-11-29","2022-11-29","2022-11-29",0.96,"baby","BD","2022-11-29","2023-05-10","BirthGroup","Nooiens ",NA,"No",NA,NA
837,"Udi","Udine","Upland","M","2022-11-30","2022-11-30","2022-11-30",0.96,"baby","NH","2022-11-30","2023-11-16","BirthGroup","Uppsala",NA,"Yes",NA,NA
838,"Kno","Knoffel",NA,"M",NA,"2022-11-07","2018-11-07",NA,"adult","BD","2022-11-07","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
839,"Nca","Ncane",NA,"M",NA,"2022-12-01",NA,NA,NA,"AK","2022-12-01","2023-11-16","BirthGroup","Ncoko",NA,"Yes",NA,NA
840,"BBNdaw22","BBNdaw22",NA,NA,NA,"2022-12-03",NA,NA,NA,NA,NA,NA,NA,"Ndawonya",NA,"No",NA,NA
841,"Ndin","Ndini",NA,"F",NA,"2022-12-03","2022-12-03",NA,"baby","AK","2022-12-03","2023-11-16","BirthGroup","Ndonsa",NA,"Yes",NA,NA
842,"BBDaen22","BBDaen22",NA,NA,NA,"2022-11-24",NA,NA,NA,NA,NA,NA,NA,"Daenerys",NA,"No",NA,"last seen the baby was not grabing or holding very well"
843,"Ekse","Ekse",NA,"F","2022-12-07","2022-12-07","2022-12-07",0.94,"baby","BD","2022-12-07","2023-11-16","BirthGroup","Eina",NA,"Yes",NA,NA
844,"Her","Herskep",NA,"M","2022-12-07","2022-12-07","2022-12-07",0.94,"baby","BD","2022-12-07","2023-11-16","BirthGroup","Heerlik",NA,"Yes",NA,NA
845,"Gal","Galiano",NA,"M",NA,"2022-12-02",NA,NA,NA,"CR","2022-12-02","2023-11-16","BirthGroup","Galapagos",NA,"Yes",NA,NA
846,"Made","Madeline",NA,"F",NA,"2022-12-02","2022-12-02",NA,"baby","CR","2022-12-02","2023-11-16","BirthGroup","mackenzie",NA,"Yes",NA,NA
847,"BBNiha22","BBNiha22",NA,NA,NA,"2022-12-02",NA,NA,NA,NA,NA,NA,NA,"Nihau",NA,"No",NA,NA
848,"Ros","Rosyn",NA,"M",NA,"2022-12-07",NA,NA,NA,"BD","2022-12-07","2023-11-16","BirthGroup","Redelik",NA,"Yes",NA,NA
849,"Goa","Goat",NA,"M",NA,"2022-12-08",NA,NA,NA,"CR","2022-12-08","2023-11-16","BirthGroup","Goose",NA,"Yes",NA,NA
850,"Luna","Luna",NA,"F",NA,"2022-12-06","2022-12-06",NA,"baby","LT","2022-12-06","2023-11-16","BirthGroup","Lancey",NA,"Yes",NA,NA
851,"Xati","Xativa",NA,"F","2022-12-07","2022-12-07","2022-12-07",0.94,"baby","NH","2022-12-07","2023-11-16","BirthGroup","Xalapa",NA,"Yes",NA,NA
852,"Ris","Rishikesh",NA,"M","2022-12-14","2022-12-14","2022-12-14",0.92,"baby","NH","2022-12-14","2023-11-16","BirthGroup","Rioja",NA,"Yes",NA,NA
853,"Gab","Gabaroni",NA,"M","2022-12-15","2022-12-15","2022-12-15",0.92,"baby","NH","2022-12-15","2023-11-16","BirthGroup","Gaya",NA,"Yes",NA,NA
854,"Rooi","Rooibos",NA,"F","2022-12-17","2022-12-17","2022-12-17",0.91,"baby","BD","2022-12-17","2023-11-16","BirthGroup","Rissiepit",NA,"Yes",NA,NA
855,"Giji","Gijima",NA,"F",NA,"2022-12-29","2022-12-29",NA,"baby","AK","2022-12-29","2023-11-16","BirthGroup","Ghida",NA,"Yes",NA,NA
856,"Ott","Otter","Ottline","M",NA,"2022-12-26",NA,NA,NA,"BD","2022-12-26","2023-11-16","BirthGroup","Oerwoud",NA,"Yes",NA,NA
857,"Lotu","Lotus",NA,"F",NA,"2022-12-22","2022-12-22",NA,"baby","LT","2022-12-22","2023-11-16","BirthGroup","Louise",NA,"Yes",NA,NA
858,"Ves","Vesuvio",NA,"M",NA,NA,NA,NA,NA,NA,NA,"2022-12-08",NA,NA,NA,"No",NA,NA
859,"BBHera22","BBHera22",NA,NA,NA,"2023-01-18",NA,NA,NA,NA,NA,NA,NA,"Hera",NA,"Yes",NA,NA
860,"Bob","Bobjaan","Roundlips;MrOverbite","M",NA,"2023-04-08","2019-04-08",NA,"sub-adult","BD","2023-04-08","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
861,"Pikk","Pikkewyn",NA,"F",NA,"2022-12-10","2022-12-10",NA,"baby","BD","2022-12-10","2023-11-16","BirthGroup","Pieperig",NA,"Yes",NA,NA
862,"Cai","Cairo",NA,"M",NA,"2023-03-25","2019-03-25",NA,"sub-adult","NH","2023-03-25","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
863,"Hav","Havana","FakeGeorge","M",NA,"2023-03-25","2019-03-25",NA,"sub-adult","NH","2023-03-25","2023-11-16","MigrationGroup1",NA,NA," Yes",NA,NA
864,"San","Sango","Na","M",NA,"2023-04-10","2019-04-10",NA,"sub-adult","IF","2023-04-10","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
865,"Tho","Thor","Half Tailed Guy","M",NA,"2023-04-24","2019-04-24",NA,"sub-adult","IF","2023-04-14","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
866,"Tot","Totsiens","White dot","M",NA,"2023-04-14","2019-04-14",NA,"sub-adult","BD","2023-04-14","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
867,"Win","Winter","Fluffy","M",NA,"2023-04-15","2019-04-15",NA,"sub-adult","BD","2023-04-15","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
868,"Bra","Braai","Cheseled nose","M",NA,"2023-04-17","2019-04-17",NA,"sub-adult","BD","2023-04-17","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
869,"Dri","Driehoek","Triangular Face","M",NA,"2023-05-10","2019-05-10",NA,"sub-adult","BD","2023-05-10","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,NA
870,"Spl","Splotch","PatchyEyerings","M",NA,"2023-05-26","2019-05-26",NA,"sub-adult","LT","2023-05-23","2023-11-16","MigrationGroup1",NA,NA,"No",NA,NA
871,"Boo","Boom","O-Family Face male","M",NA,"2023-07-15","2019-07-15",NA,"sub-adult","BD","2023-07-15","2023-11-16","MigrationGroup1",NA,NA,"Yes",NA,"Called ""O-male"" because of his resemblance to BD O-family"
872,"BBXala23","BBXala23",NA,NA,"2023-08-08","2023-08-08","2023-08-08",0.27,"baby",NA,NA,NA,NA,"Xalapa",NA,"No",NA,"Gave birth and ate the fetus"
873,"BBXimp23","BBXimp23",NA,NA,"2023-07-13","2023-07-13","2023-07-13",0.34,"baby",NA,NA,NA,NA,"Ximpu",NA,"No",NA,"Gave birth during the shift and left the fetus. The fetus was collected for tissue sample,"
874,"BBGran23","BBGran23",NA,NA,"2023-08-18","2023-08-18","2023-08-18",0.25,"baby",NA,NA,NA,NA,"Granada",NA,"No","dead","Born dead and carried it for the whole day"
875,"BBNkos23","BBNkos23",NA,NA,"2023-09-06","2023-09-06","2023-09-06",0.19,"baby",NA,NA,NA,NA,"Nkosikasi",NA,"No","dead","Born dead and carried it for the whole day."
876,"BBRegi23","BBRegi23",NA,NA,"2023-09-12","2023-09-12","2023-09-12",0.18,"baby",NA,NA,NA,NA,"Regina",NA,"No","dead","Born dead and carried it for the whole day. The fetus was collected for tissue sample."
877,"BBGree23","BBGree23",NA,NA,"2023-09-13","2023-09-13","2023-09-13",0.18,"baby",NA,NA,NA,NA,"Greenbay",NA,"No","dead","Born alive and died during the day and she carried it for the whole day and the next day,,,"
878,NA,"Right Notch Guy",NA,NA,NA,"2023-09-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
879,"BBNaal23","BBNaal23",NA,NA,"2023-09-19","2023-09-19","2023-09-19",0.16,"baby",NA,NA,NA,NA,"Naaldekoker",NA,"No",NA,"postmortem was done on the fetus"
880,"BBPann23","BBPann23",NA,NA,NA,"2023-09-23",NA,NA,NA,NA,NA,NA,NA,"Pannekoekie",NA,"No",NA,NA
881,"BBAare23","BBAare23",NA,NA,"2023-09-25","2023-09-25","2023-09-25",0.14,"baby",NA,NA,NA,NA,"Aare",NA,"No",NA,NA
