"LH_RowNumber","LH_AnimalName","LH_AnimalCode","OtherID","Sex","EarMark","DOB","FirstDate","DateAdult","CurrentGroup","BirthGroup","LH_MotherID","LH_FatherID","EmigrationNatalDate","ImmigrationGroup1","ImmigrationDate1","LastDate1","ImmigrationGroup2","ImmigrationDate2","LastDate2","ImmigrationGroup3","ImmigrationDate3","LastDate3","ImmigrationGroup4","ImmigrationDate4","LastDate4","ReliableData","Comments","Fate_probable"
"794","Hawai","Haw","NewMale110622/Formentera","M",NA,NA,"2022-06-11",NA,"CR",NA,NA,NA,NA,"CR","2022-06-11","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"795","Ryan","Rya",NA,"M",NA,NA,"2022-07-06",NA,NA,NA,NA,NA,NA,"LT","2022-06-06","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"796","Zeus","Zeu","Collared Male","M",NA,NA,"2022-06-28",NA,"IF",NA,NA,NA,NA,"IF",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Very habituated may be one of the known male, still to confirm",NA
"797","Hera","Hera",NA,"F",NA,NA,"2022-06-28",NA,"IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"798","Medusa","Medu",NA,"F",NA,NA,"2022-06-28",NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"799","Freyja","Frey",NA,"F",NA,NA,"2022-06-28",NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"800","Athena","Athe",NA,"F",NA,NA,"2022-06-28",NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"801","Circe","Circ",NA,"F",NA,NA,"2022-06-28",NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"802","Pandora","Pand",NA,"F",NA,NA,"2022-06-28",NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"803","Dakar","Dak",NA,"M",NA,NA,"2022-09-10",NA,"NH",NA,NA,NA,NA,"NH","2022-09-10","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"804","Stanley","Sta",NA,"M",NA,NA,"2022-07-29",NA,"LT",NA,NA,NA,NA,"LT","2022-07-29","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"805","BBCirc21","BBCirc21",NA,NA,NA,NA,"2022-06-28",NA,"IF","IF","Circe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"806","BBInhl21","BBInhl21",NA,NA,NA,NA,"2022-06-28",NA,"IF","IF","Inhlanhla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"807","JUV1","JUV1","JUV1",NA,NA,NA,"2022-06-28",NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"808","JUV2","JUV2","JUV2",NA,NA,NA,"2022-06-28",NA,"IF","IF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"809","Mandy","Man","NewMale0922","M",NA,NA,"2022-09-22",NA,"LT",NA,NA,NA,NA,"LT","2022-09-22","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"810","Knysna","Kny",NA,"M",NA,NA,"2022-10-17",NA,"NH",NA,NA,NA,NA,"NH","2022-10-17","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"811","BBXian22","BBXian22",NA,"M",NA,"2022-10-21","2022-10-21",NA,NA,"NH","Xian",NA,NA,NA,NA,"2022-10-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Genetic ear sample were taken. Baby sexed by Nokubonga and Josefien, both agree it looks like a male. Skull seemed to be not fully formed, very soft on the back of the head. Born dead, carried around by Xian for less than a day.","dead"
"812","Angara","Ang",NA,"M",NA,"2022-10-26","2022-10-26",NA,"KB","KB","Aaragon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"813","Alabama","Alab",NA,"F",NA,NA,"2022-10-31",NA,"KB","KB","Aare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"814","Grimsby","Grim",NA,"F",NA,"2022-11-04","2022-11-04",NA,"NH","NH","Grisselles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"815","Gloed","Glo",NA,"M",NA,"2022-11-04","2022-11-04",NA,NA,"BD","Gesels",NA,NA,NA,NA,"2023-03-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"816","BBInhl22","BBInhl22",NA,NA,NA,NA,"2022-11-04",NA,"IF","IF","Inhlanhla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"817","BBDigb22","BBDigb22",NA,NA,NA,NA,"2022-11-04",NA,NA,"LT","Digby",NA,NA,NA,NA,"2023-03-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"817","BBMara22","BBMara22",NA,NA,NA,NA,"2022-11-05",NA,NA,"KB","Mara",NA,NA,NA,NA,"2022-11-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Presume dead, last seen the day mara went missing","dead"
"819","Yentna","Yent",NA,"F",NA,NA,"2022-11-14",NA,"KB","KB","Yelostone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"820","Guadalajara","Gua",NA,"M",NA,"2022-11-08","2022-11-08",NA,"NH","NH","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"821","BBOort22","BBOort22",NA,"M",NA,NA,"2022-11-15",NA,NA,"NH","Oortjies",NA,NA,NA,NA,"2022-11-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","we found BBOort22 dead (MALE) in the beginning of the shift. oort was carrying for 4 hours aprox. the baby was falling from her but she kept taking it. sometimes she was grooming or eating and the baby was on the ground, but when the group was moving she was taking the baby with her. she was also grooming and smelling the baby.other monkeys like reen or oerw was were also smekling and even handling the baby. oerw was specially focused in thr baby and also  in Oort, following her and grooming her. after this time she left the baby on the ground and every 5 or 10 minutes was coming back, touching the baby and smelling it while self scratching a lot. The last times she was visiting the baby it was every 20 or 30 minutes until she didint come back again,","dead"
"822","BBDian22","BBDian22",NA,NA,NA,NA,"2022-11-10",NA,NA,"LT","Diana",NA,NA,NA,NA,"2022-11-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"823","BBDewe22","BBDewe22",NA,NA,NA,NA,"2022-11-18",NA,"LT","LT","Dewe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"824","Yakima","Yaki",NA,"F",NA,NA,"2022-11-17",NA,"KB","KB","Yamuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"825","Yuba","Yuba",NA,"F",NA,NA,"2022-11-19",NA,"KB","KB","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"826","Olyf","Olyf",NA,"F",NA,NA,"2022-11-15",NA,"BD","BD","Oulik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"827","Atjar","Atj",NA,"M",NA,"2022-11-18","2022-11-18",NA,"BD","BD","Aapie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"828","BBBali22","BBBali22",NA,"M",NA,NA,"2022-12-06",NA,"CR","CR","Bali",NA,NA,NA,NA,"2023-03-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"829","BBMedu22","BBMedu22",NA,NA,NA,NA,"2022-11-11",NA,"IF","IF","Medusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"830","Apollo","Apo",NA,"M",NA,NA,"2022-11-17",NA,"IF","IF","Athena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"831","BBGran22","BBGran22",NA,NA,NA,NA,"2022-11-21",NA,NA,"NH","Granada",NA,NA,NA,NA,"2022-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Gran left the baby near the 4Gs alive but not moving only twitching",NA
"832","Oase","Oase",NA,"F",NA,"2022-11-19","2022-11-19",NA,"BD","BD","Obsessie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"833","Pruin","Prui",NA,"F",NA,NA,"2022-11-22",NA,"BD","BD","Puolka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"834","Prague","Prag",NA,"F",NA,"2022-11-26","2022-11-26",NA,"NH","NH","Pretoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"835","Persephone","Pers",NA,"F",NA,NA,"2022-11-25",NA,"IF","IF","Pandora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"836","Nagapie","Naga",NA,"F",NA,"2022-11-29","2022-11-29",NA,NA,"BD","Nooiens ",NA,NA,NA,NA,"2023-05-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"837","Udine","Udi","Upland","M",NA,"2022-11-30","2022-11-30",NA,"NH","NH","Uppsala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"838","Knoffel","Kno",NA,"M",NA,NA,"2022-11-07",NA,"BD",NA,NA,NA,NA,"BD","2022-11-07","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"839","Ncane","Nca",NA,"M",NA,NA,"2022-12-01",NA,"AK","AK","Ncoko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"840","BBNdaw22","BBNdaw22",NA,NA,NA,NA,"2022-12-03",NA,NA,"AK","Ndawonya",NA,NA,NA,NA,"2023-01-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"841","Ndini","Ndin",NA,"F",NA,NA,"2022-12-03",NA,"AK","AK","Ndonsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"842","BBDaen22","BBDaen22",NA,NA,NA,NA,"2022-11-24",NA,NA,"LT","Daenerys",NA,NA,NA,NA,"2022-12-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","last seen the baby was not grabing or holding very well",NA
"843","Ekse","Ekse",NA,"F",NA,"2022-12-07","2022-12-07",NA,"BD","BD","Eina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"844","Herskep","Her",NA,"M",NA,"2022-12-07","2022-12-07",NA,"BD","BD","Heerlik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"845","Galiano","Gal",NA,"M",NA,NA,"2022-12-02",NA,"CR","CR","Galapagos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"846","Madeline","Made",NA,"F",NA,NA,"2022-12-02",NA,"CR","CR","mackenzie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"847","BBNiha22","BBNiha22",NA,NA,NA,NA,"2022-12-02",NA,NA,"CR","Nihau",NA,NA,NA,NA,"2023-01-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"848","Rosyn","Ros",NA,"M",NA,NA,"2022-12-07",NA,"BD","BD","Redelik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"849","Goat","Goa",NA,"M",NA,NA,"2022-12-08",NA,"CR","CR","Goose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"850","Luna","Luna",NA,"F",NA,NA,"2022-12-06",NA,"LT","LT","Lancey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"851","Xativa","Xati",NA,"F",NA,"2022-12-07","2022-12-07",NA,"NH","NH","Xalapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"852","Rishikesh","Ris",NA,"M",NA,"2022-12-14","2022-12-14",NA,"NH","NH","Rioja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"853","Gabaroni","Gab",NA,"M",NA,"2022-12-15","2022-12-15",NA,"NH","NH","Gaya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"854","Rooibos","Rooi",NA,"F",NA,"2022-12-17","2022-12-17",NA,"BD","BD","Rissiepit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"855","Gijima","Giji",NA,"F",NA,NA,"2022-12-29",NA,"AK","AK","Ghida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"856","Otter","Ott","Ottline","M",NA,NA,"2022-12-26",NA,"BD","BD","Oerwoud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"857","Lotus","Lotu",NA,"F",NA,NA,"2022-12-22",NA,"LT","LT","Louise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"858","Vesuvio","Ves",NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"859","BBHera22","BBHera22",NA,NA,NA,NA,"2023-01-18",NA,"IF","IF","Hera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"860","Bobjaan","Bob","Roundlips/Mr Overbite","M",NA,NA,"2023-04-08",NA,"BD",NA,NA,NA,NA,"BD","2023-04-08","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"861","Pikkewyn","Pikk",NA,"F",NA,NA,"2022-12-10",NA,"BD","BD","Pieperig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"862","Cairo","Cai",NA,"M",NA,NA,"2023-03-25",NA,"NH",NA,NA,NA,NA,"NH","2023-03-25","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"863","Havana","Hav","FakeGeorge","M",NA,NA,"2023-03-25",NA,"NH",NA,NA,NA,NA,"NH","2023-03-25","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA," Yes",NA,NA
"864","Sango","San","Na","M",NA,NA,"2023-04-10",NA,"IF",NA,NA,NA,NA,"IF","2023-04-10","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"865","Thor","Tho","Half Tailed Guy","M",NA,NA,"2023-04-24",NA,"IF",NA,NA,NA,NA,"IF","2023-04-14","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"866","Totsiens","Tot","White dot","M",NA,NA,"2023-04-14",NA,"BD",NA,NA,NA,NA,"BD","2023-04-14","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"867","Winter","Win","Fluffy","M",NA,NA,"2023-04-15",NA,"BD",NA,NA,NA,NA,"BD","2023-04-15","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"868","Braai","Bra","Cheseled nose","M",NA,NA,"2023-04-17",NA,"BD",NA,NA,NA,NA,"BD","2023-04-17","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"869","Driehoek","Dri","Triangular Face","M",NA,NA,"2023-05-10",NA,"BD",NA,NA,NA,NA,"BD","2023-05-10","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"870","Splotch","Spl","PatchyEyerings","M",NA,NA,"2023-05-26",NA,"LT",NA,NA,NA,NA,"LT","2023-05-23","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"871","Boom","Boo","O-Family Face male","M",NA,NA,"2023-07-15",NA,"BD",NA,NA,NA,NA,"BD","2023-07-15","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Called ""O-male"" because of his resemblance to BD O-family",NA
"872","BBXala23","BBXala23",NA,NA,NA,"2023-08-08","2023-08-08",NA,NA,"NH","Xalapa",NA,NA,NA,NA,"2023-08-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Gave birth and ate the fetus",NA
"873","BBXimp23","BBXimp23",NA,NA,NA,"2023-07-13","2023-07-13",NA,NA,"NH","Ximpu",NA,NA,NA,NA,"2023-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Gave birth during the shift and left the fetus. The fetus was collected for tissue sample,",NA
"874","BBGran23","BBGran23",NA,NA,NA,"2023-08-18","2023-08-18",NA,NA,"NH","Granada",NA,NA,NA,NA,"2023-08-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born dead and carried it for the whole day","dead"
"875","BBNkos23","BBNkos23",NA,NA,NA,"2023-09-06","2023-09-06",NA,NA,"AK","Nkosikasi",NA,NA,NA,NA,"2023-09-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born dead and carried it for the whole day.","dead"
"876","BBRegi23","BBRegi23",NA,NA,NA,"2023-09-12","2023-09-12",NA,NA,"NH","Regina",NA,NA,NA,NA,"2023-09-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born dead and carried it for the whole day. The fetus was collected for tissue sample.","dead"
"877","BBGree23","BBGree23",NA,NA,NA,"2023-09-13","2023-09-13",NA,NA,"NH","Greenbay",NA,NA,NA,NA,"2023-09-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Born alive and died during the day and she carried it for the whole day and the next day,,,","dead"
"878","Right Notch Guy",NA,NA,NA,NA,NA,"2023-09-16",NA,"BD",NA,NA,NA,NA,"BD","2023-09-16","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"879","BBNaal23","BBNaal23",NA,NA,NA,"2023-09-19","2023-09-19",NA,NA,"BD","Naaldekoker",NA,NA,NA,NA,"2023-09-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","postmortem was done on the fetus",NA
"880","BBPann23","BBPann23",NA,NA,NA,NA,"2023-09-23",NA,NA,"BD","Pannekoekie",NA,NA,NA,NA,"2023-09-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"881","BBAare23","BBAare23",NA,NA,NA,"2023-09-25","2023-09-25",NA,NA,"KB","Aare",NA,NA,NA,NA,"2023-09-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"882","BBAara23","BBAara23",NA,NA,NA,"2023-09-26","2023-09-26",NA,NA,"KB","Aaragon",NA,NA,NA,NA,"2023-10-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"883","BBYara23","BBYara23",NA,"M",NA,NA,"2023-09-30",NA,"KB","KB","Yara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"884","BBFrey23","BBFrey23",NA,"F",NA,NA,"2023-10-01",NA,"IF","IF","Freya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"885","BBMedu23","BBMedu23",NA,"M",NA,NA,"2023-10-01",NA,"IF","IF","Medusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"886","BBPand23","BBPand23",NA,"M",NA,NA,"2023-10-09",NA,NA,"IF","Pandora",NA,NA,NA,NA,"2023-10-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"887","Axomamma","Axom",NA,"F",NA,"2023-10-05","2023-10-06",NA,"IF","IF","Athena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"888","BBCirc23","BBCirc23",NA,NA,NA,"2023-10-05","2023-10-06",NA,NA,"IF","Circe",NA,NA,NA,NA,"2023-10-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"889","BBPrat23","BBPrat23",NA,"M",NA,"2023-10-07","2023-10-07",NA,"NH","NH","Pratella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"890","BBYelo23","BBYelo23",NA,NA,NA,NA,"2023-10-09",NA,"KB","KB","Yelostone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"891","BBGinq23","BBGinq23",NA,NA,NA,NA,"2023-10-01",NA,"AK","AK","Ginqika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"892","BBSkem23","BBSkem23",NA,NA,NA,"2023-10-05","2023-10-05",NA,NA,"BD","Skemer",NA,NA,NA,NA,"2023-10-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"893","BBDore23","BBDore23",NA,NA,NA,NA,"2023-10-10",NA,"LT","LT","Doreen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"894","BBYamu23","BBYamu23",NA,"M",NA,NA,"2023-10-16",NA,"KB","KB","Yamuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"895","BBInhl23","BBInhl23",NA,NA,NA,NA,"2023-10-16",NA,NA,"IF","Inhlanhla",NA,NA,NA,NA,"2023-10-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","During the darting the baby was accidentally hit by the dart and sadly it did not make it",NA
"896","BBGubh23","BBGubh23",NA,NA,NA,NA,"2023-10-17",NA,NA,"AK","Gubha",NA,NA,NA,NA,"2023-10-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"897","BBMack23","BBMack23",NA,NA,NA,NA,"2023-10-20",NA,"CR","CR","Mackenzie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"898","BBHoley23","BBHoley23",NA,NA,NA,NA,"2023-11-03",NA,"CR","CR","Holey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"899","BBSari23","BBSari23",NA,"M",NA,NA,"2023-11-01",NA,NA,"BD","Sari",NA,NA,NA,NA,"2023-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","the baby was collected and sample was collected",NA
"900","BBNdon23","BBNdon23",NA,NA,NA,"2023-11-02","2023-11-02",NA,"AK","AK","Ndonsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"901","BBSirk23","BBSirk23",NA,NA,NA,NA,"2023-11-04",NA,"BD","BD","Sirkus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"902","BBYuko23","BBYuko23",NA,NA,NA,NA,"2023-11-03",NA,"CR","CR","Yukon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"903","BBNooi23","BBNooi23",NA,NA,NA,"2023-11-03","2023-11-03",NA,"BD","BD","Nooiens ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"904","BBPuol23","BBPuol23",NA,NA,NA,NA,"2023-11-06",NA,"BD","BD","Puolka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"905","BBNiha23","BBNiha23",NA,NA,NA,NA,"2023-11-06",NA,"CR","CR","Nihau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
"906","BBBali23","BBBali23",NA,NA,NA,NA,"2021-11-10",NA,"CR","CR","Bali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA
